”rg„o,Gest„o,Unidade Gestora,Fonte de Recursos,Receita,Arrecadado atÈ 24/10/2019,
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100001 - SECR.DESENV.ECONOM.CIENCIAS E TECNOLOGIA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"             298.601,44",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100001 - SECR.DESENV.ECONOM.CIENCIAS E TECNOLOGIA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100101 - GABINETE DO SECRETARIO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"              19.894,68",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100101 - GABINETE DO SECRETARIO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"                 793,32",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100101 - GABINETE DO SECRETARIO,002 - RECURSOS VINCULADOS ESTADUAIS,12109912 - CONTRIB.SOBRE A COMPLEMEN.DE APOSENT.E PENSA,"             536.479,30",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100102 - DEPTO. DE ADMINISTRACAO E FINANCAS,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"               8.055,62",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100102 - DEPTO. DE ADMINISTRACAO E FINANCAS,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                   0,02",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100102 - DEPTO. DE ADMINISTRACAO E FINANCAS,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"                  30,42",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100103 - COORD. DESENVOLVIMENTO REGIONAL E TERRITORIA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"              24.669,87",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100103 - COORD. DESENVOLVIMENTO REGIONAL E TERRITORIA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"              92.804,51",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100103 - COORD. DESENVOLVIMENTO REGIONAL E TERRITORIA,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"             194.379,80",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100103 - COORD. DESENVOLVIMENTO REGIONAL E TERRITORIA,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"             651.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100103 - COORD. DESENVOLVIMENTO REGIONAL E TERRITORIA,005 - RECURSOS VINCULADOS FEDERAIS,24719901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"                   0,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,"100112 - SUBSECR.DE CIENCIA,TECNOLOGIA E INOVACAO",001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"              96.805,89",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,"100112 - SUBSECR.DE CIENCIA,TECNOLOGIA E INOVACAO",001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"             762.156,72",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100113 - UN. GERENCIAMENTO DO PROGRAMA-UGP,007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"              22.840,20",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100113 - UN. GERENCIAMENTO DO PROGRAMA-UGP,047 - REC.OPERAC. DE CREDITO-P/SUPERAVIT FINANCEIR,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"               1.967,99",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,"100115 - COORD.ENSINO TEC.,TECON. E PROFISSIONALIZANT",001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"              73.665,45",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",00001 - GOVERNO DO ESTADO DE SAO PAULO,100119 - SUBSECR. TRAB. ARTESANAL COMUNIDADES-SUTACO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"                 366,62",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10046 - FUND.UNIVERSIDADE VIRTUAL DO EST.S.PAULO,101301 - FUND.UNIVERSIDADE VIRTUAL DO EST.S.PAULO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"                   0,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10046 - FUND.UNIVERSIDADE VIRTUAL DO EST.S.PAULO,101301 - FUND.UNIVERSIDADE VIRTUAL DO EST.S.PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"              10.590,67",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10046 - FUND.UNIVERSIDADE VIRTUAL DO EST.S.PAULO,101301 - FUND.UNIVERSIDADE VIRTUAL DO EST.S.PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"             414.140,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10047 - FUNDACAO AMPARO PESQUISA DO EST. DE SAO PAULO,101101 - FUND. AMPARO DE PESQ. EST.SP.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"           3.040.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10047 - FUNDACAO AMPARO PESQUISA DO EST. DE SAO PAULO,101101 - FUND. AMPARO DE PESQ. EST.SP.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"          55.727.571,90",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10047 - FUNDACAO AMPARO PESQUISA DO EST. DE SAO PAULO,101101 - FUND. AMPARO DE PESQ. EST.SP.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"           7.516.507,09",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10047 - FUNDACAO AMPARO PESQUISA DO EST. DE SAO PAULO,101101 - FUND. AMPARO DE PESQ. EST.SP.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"          14.128.601,37",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10047 - FUNDACAO AMPARO PESQUISA DO EST. DE SAO PAULO,101101 - FUND. AMPARO DE PESQ. EST.SP.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22110101 - ALIENACAO DE TITULOS MOBILIARIOS,"                   0,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10047 - FUNDACAO AMPARO PESQUISA DO EST. DE SAO PAULO,101101 - FUND. AMPARO DE PESQ. EST.SP.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22190201 - VENDA DE OUTROS BENS PATRIMONIAIS DO ESTADO,"         129.681.409,07",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10047 - FUNDACAO AMPARO PESQUISA DO EST. DE SAO PAULO,101101 - FUND. AMPARO DE PESQ. EST.SP.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22290101 - ALIENACAO DE OUTROS BENS IMOVEIS,"           5.176.033,48",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10047 - FUNDACAO AMPARO PESQUISA DO EST. DE SAO PAULO,101101 - FUND. AMPARO DE PESQ. EST.SP.,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"          14.506.121,17",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10047 - FUNDACAO AMPARO PESQUISA DO EST. DE SAO PAULO,101101 - FUND. AMPARO DE PESQ. EST.SP.,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"          83.335.690,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,76000599 - OUTROS SERVICOS DE SAUDE,"         414.162.050,82",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,85900103 - OUTRAS DE CAPITAL,"             262.640,98",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"           7.228.077,70",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13220101 - OUTROS DIVIDENDOS DO ESTADO,"             499.197,30",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"          66.987.294,85",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13909901 - OUTRAS RECEITAS PATRIMONIAIS,"          13.145.976,68",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"         258.711.157,97",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17620201 - TRANSFERENCIAS A PROGRAMAS DE EDUCACAO,"             818.968,40",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17640101 - TRANSF. DE CONVENIOS DE INSTITUICOES PRIVADA,"           4.472.193,24",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"          39.594.647,36",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"             503.338,06",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22190201 - VENDA DE OUTROS BENS PATRIMONIAIS DO ESTADO,"          10.766.574,49",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,24720201 - TRANSFERENCIAS A PROGRAMAS DE EDUCACAO,"               8.497,54",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,25900101 - OUTRAS RECEITAS DE CAPITAL DO ESTADO,"           2.701.952,09",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"             934.115,44",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"          20.065.561,87",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10058 - UNIVERSIDADE DE SAO PAULO,102101 - UNIVERSIDADE DE SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,24719901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"           1.339.543,19",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,76000599 - OUTROS SERVICOS DE SAUDE,"         377.606.567,89",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,85900103 - OUTRAS DE CAPITAL,"             645.197,48",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,002 - RECURSOS VINCULADOS ESTADUAIS,12109912 - CONTRIB.SOBRE A COMPLEMEN.DE APOSENT.E PENSA,"              40.758,04",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,002 - RECURSOS VINCULADOS ESTADUAIS,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"                 489,31",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"           3.331.804,42",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13120101 - OUTROS ARRENDAMENTOS DO ESTADO,"             151.857,85",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"          74.517.488,32",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,14200101 - REC.DA PRODUCAO ANIMAL E DERIVADOS DO ESTADO,"              98.018,23",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16000599 - OUTROS SERVICOS DE SAUDE,"         432.278.102,47",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001307 - SERV.DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,"              13.825,48",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001601 - RECEITA DE SERVICOS EDUCACIONAIS DO ESTADO,"           2.194.683,76",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"          71.652.526,96",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"             210.625,60",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"           1.511.384,99",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229904 - VALE TRANSPORTE,"             814.846,90",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229909 - VALE REFEICAO,"             393.638,34",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"              16.080,78",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909902 - OUTRAS RECEITAS EVENTUAIS,"         153.404.815,95",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22190201 - VENDA DE OUTROS BENS PATRIMONIAIS DO ESTADO,"              78.966,61",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"           5.524.237,67",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10059 - UNIVERSIDADE ESTADUAL DE CAMPINAS,102201 - UNIVERSIDADE ESTADUAL DE CAMPINAS,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"          23.143.118,13",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"           2.411.882,91",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"          25.107.592,30",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13909901 - OUTRAS RECEITAS PATRIMONIAIS,"           8.708.839,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,14900101 - OUTRAS RECEITAS AGROPECUARIAS DO ESTADO,"             465.361,16",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16000501 - SERVICOS HOSPITALARES,"           1.878.221,26",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001601 - RECEITA DE SERVICOS EDUCACIONAIS DO ESTADO,"           1.108.630,10",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"          11.159.389,15",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"          11.964.376,98",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17500101 - DOACOES DE PESSOAS FISICAS,"               2.975,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"             801.654,91",
