”rg„o,Gest„o,Unidade Gestora,Fonte de Recursos,Receita,Previsto do Ano,
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO ,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22190201 - VENDA DE OUTROS BENS PATRIMONIAIS DO ESTADO,"             400.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO ,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22290101 - ALIENACAO DE OUTROS BENS IMOVEIS,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO ,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"           5.760.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO ,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"          21.120.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO ,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",005 - RECURSOS VINCULADOS FEDERAIS,24719901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"          36.000.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO ,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21140101 - OPERAC.DE CREDITO INTER.P /PROGR. DE EDUCACA,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO ,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21190101 - OUTRAS OPERACOES DE CREDITO INTERNAS,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO ,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21230101 - OPERAC.CREDITO EXTERNAS P/PROGR.DE EDUCACAO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10061 - UNIVERSIDADE EST. PAUL. JULIO MESQUITA FILHO ,"102301 - UNIV.EST.PAULISTA, JULIO MESQUITA FILHO",007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21290101 - OUTRAS OPERACOES DE CREDITO EXTERNAS,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"             140.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"           2.010.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,14200101 - REC.DA PRODUCAO ANIMAL E DERIVADOS DO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001302 - SERVICOS DE VENDA DE EDITAIS,"              27.300,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001601 - RECEITA DE SERVICOS EDUCACIONAIS DO ESTADO,"              34.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"          29.000.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17629901 - OUTRAS TRANFERENCIAS DE CONVENIOS DOS ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19220701 - RECUPERACAO DE DESP.DE EXERCICIOS ANTERIORES,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"              24.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22190201 - VENDA DE OUTROS BENS PATRIMONIAIS DO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"             252.020,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"           5.000.020,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10063 - CENTRO ESTADUAL DE EDUC. TECNOL. PAULA SOUZA ,102401 - CTO. EST. EDUC. TECNOL. PAULA SOUZA - CEETEP,005 - RECURSOS VINCULADOS FEDERAIS,24719901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"          15.000.020,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"                  20,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001601 - RECEITA DE SERVICOS EDUCACIONAIS DO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"              60.010,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17640101 - TRANSF. DE CONVENIOS DE INSTITUICOES PRIVADA,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"                   8,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19220701 - RECUPERACAO DE DESP.DE EXERCICIOS ANTERIORES,"                   2,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,24740101 - TRANSF.DE CONVENIOS DE INSTITUICOES PRIVADAS,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"              22.020,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"                  30,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10065 - FACULDADE DE MEDICINA DE MARILIA             ,102601 - FAC. MEDICINA DE MARILIA,005 - RECURSOS VINCULADOS FEDERAIS,24719901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"                  40,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,15202901 - RECEITAS: IND. EDITORIAL E GRAFICA DO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001307 - SERV.DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,"               5.890,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001399 - OUTROS SERVICOS ADMINISTRATIVOS,"               4.400,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001601 - RECEITA DE SERVICOS EDUCACIONAIS DO ESTADO,"             537.900,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"               1.540,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17400201 - OUTRAS TRANSFERENCIAS DO EXTERIOR,"             250.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"                 270,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,22190201 - VENDA DE OUTROS BENS PATRIMONIAIS DO ESTADO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"                  50,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"              72.020,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10066 - FACULDADE DE MED. DE SAO JOSE DO RIO PRETO   ,102701 - FAC. MEDICINA DE S.JOSE DO RIO PRETO,005 - RECURSOS VINCULADOS FEDERAIS,24719901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"             676.700,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,85210101 - INTEGRALIZACAO COM RECURSOS DO TESOURO,"          10.000.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"           1.018.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,15209901 - OUTRAS RECEITAS: INDUSTR.TRANSFORM. DO ESTAD,"           2.698.530,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"          76.622.470,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19220701 - RECUPERACAO DE DESP.DE EXERCICIOS ANTERIORES,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"           3.624.000,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"          28.455.618,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"           1.209.392,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,005 - RECURSOS VINCULADOS FEDERAIS,24719901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21190101 - OUTRAS OPERACOES DE CREDITO INTERNAS,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,21290101 - OUTRAS OPERACOES DE CREDITO EXTERNAS,"                  10,00",
"10000 - SEC.DESENV. ECONOMICO, CIENCIA,TECN. INOVACA",10091 - INST. DE PESQ. TEC. DE SAO PAULO             ,103101 - INST.PESQ.TECNOL.EST.SP. S.A.,007 - OP.CRED.E CONTRIB.DO EXTERIOR-DOT.INIC.CR.SU,85220101 - INTEGRALIZACAO COM RECURSOS DE OUTRAS FONTES,"                  20,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,12101805 - CONTRIB.S/ RECEITA DE LOTERIA INSTANTANEA,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13120101 - OUTROS ARRENDAMENTOS DO ESTADO,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"             745.000,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16000199 - OUTROS SERVICOS COMERCIAIS,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16001307 - SERV.DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,"               4.800,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17500101 - DOACOES DE PESSOAS FISICAS,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120030 - FED. GAB.SECRETARIO E ASSESSORIAS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19900601 - REC.DEC.N.APLIC.INC.FISC.EM PRJ.CULT.IND.CIN,"           1.284.000,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120031 - FED-DEPARTAMENTO DE ADMINISTRACAO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"              69.600,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120031 - FED-DEPARTAMENTO DE ADMINISTRACAO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120031 - FED-DEPARTAMENTO DE ADMINISTRACAO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120031 - FED-DEPARTAMENTO DE ADMINISTRACAO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17500101 - DOACOES DE PESSOAS FISICAS,"                  10,00",
12000 - SECRETARIA DA CULTURA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,120031 - FED-DEPARTAMENTO DE ADMINISTRACAO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                  10,00",
